name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Banana केला per kg","Fruits",52,67,"1kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/3957f7d4-7330-4499-95e9-d68daf3df7f0.jpg","Farm-fresh Banana केला per kg. Harvested early morning from certified local contract farms, ozone-washed for 100% hygiene and pesticide residue removal, and delivered crisp and fresh within 45 minutes across Bhopal by MyGreenDelight.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":16,""stock"":50},{""weight"":""500g"",""price"":29,""stock"":60},{""weight"":""1 kg"",""price"":52,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":99,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":239,""stock"":25}]"
"Less Sugar potato 5kg","Vegetables",350,448,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/fb2d7e8d-4057-47eb-a2e1-8d16b411fd22.jpg","Farm fresh Less Sugar potato 5kg sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":105,""stock"":50},{""weight"":""500g"",""price"":193,""stock"":60},{""weight"":""1 kg"",""price"":350,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":665,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1610,""stock"":25}]"
"Frozen Corn 🌽 American","Vegetables",110,141,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/62b786ec-fd0b-487d-88db-5b0fed62a8e5.jpeg","Farm fresh Frozen Corn 🌽 American sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":33,""stock"":50},{""weight"":""500g"",""price"":61,""stock"":60},{""weight"":""1 kg"",""price"":110,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":209,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":506,""stock"":25}]"
"Banana Crates केले के क्रेट","Fruits",220,282,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/images/84e102a6-29cc-4df2-90a4-8439c1df969b.jpg","wholesale sale rate par karod mandi se kam se kam 50 rs kam me aoke outlet par deliver","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":66,""stock"":50},{""weight"":""500g"",""price"":121,""stock"":60},{""weight"":""1 kg"",""price"":220,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":418,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1012,""stock"":25}]"
"Safal Matar","Vegetables",135,173,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/779f61ce-6eb8-4228-a2c5-208db77bf0ce.jpg","Farm fresh Safal Matar sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":41,""stock"":50},{""weight"":""500g"",""price"":74,""stock"":60},{""weight"":""1 kg"",""price"":135,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":257,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":621,""stock"":25}]"
"Papaya salad","Fruits",70,90,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/204738ad-3c78-4e92-9f39-b46793218c2b.webp","Indulge in the vibrant and refreshing flavors of our Papaya Salad, a delightful dish that brings the essence of Southeast Asian cuisine to your table. Crafted from the freshest green papaya, this salad bursts with zesty lime, tangy fish sauce, and a touch of heat from fresh chilies. It's not just a meal; it's a symphony of crunch and flavor that awakens your taste buds with every bite. Enjoy it as a standalone dish or as a perfect side that complements any Asian-inspired feast.-","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":21,""stock"":50},{""weight"":""500g"",""price"":39,""stock"":60},{""weight"":""1 kg"",""price"":70,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":133,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":322,""stock"":25}]"
"Pineapples salad","Fruits",80,102,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/38efd8a9-4cf5-4bbc-ae27-e9e1f547e3b3.png","Farm fresh Pineapples salad sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Garlic Peeled","Ready-to-Cook & Cut Produce",55,70,"100gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/d1b57ac9-8c26-416b-8a16-4dfe692e8c9f.jpg","Unlock the convenience of cooking with our premium Garlic Peeled product! Sourced from the finest farms, our peeled garlic cloves save you valuable prep time without sacrificing flavor. Whether you're whipping up a quick stir-fry, adding depth to soups, or enhancing marinades, these fresh cloves deliver a robust and aromatic garlic taste that elevates any dish. Enjoy the health benefits of garlic without the hassle of peeling - a kitchen essential for every home chef!- 🧄 Freshly peeled for your convenience - ⏱️ Time-saving prep for instant flavor boost - 🌱 Naturally rich in antioxidants and heart-healthy benefits - 🍽️ Perfect for a variety of dishes, from savory to sweet!","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""100g Pack"",""price"":55,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":105,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":248,""stock"":25}]"
"Peanut pealed","Vegetables",160,205,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/images/3cf370d8-8982-4187-a3c6-6f253c8d713d.jpg","Farm fresh Peanut pealed sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":48,""stock"":50},{""weight"":""500g"",""price"":88,""stock"":60},{""weight"":""1 kg"",""price"":160,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":304,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":736,""stock"":25}]"
"Munakka","Vegetables",100,128,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/b671fb62-5abc-4c35-813e-52e3e6028937.jpg","Farm fresh Munakka sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Kismis","Vegetables",350,448,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/403bf6b5-6350-427a-867e-c9ed12cb418d.jpg","Farm fresh Kismis sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":105,""stock"":50},{""weight"":""500g"",""price"":193,""stock"":60},{""weight"":""1 kg"",""price"":350,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":665,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1610,""stock"":25}]"
"Walnut","Dairy & Staples",320,410,"250g Pack",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/65eff6a3-6b64-4f3d-9c2d-721f4b1d082b.jpg","Farm fresh Walnut sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":320,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":608,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":1184,""stock"":30}]"
"Anjeer","Vegetables",300,384,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/0ac80581-698d-4889-b006-dd8b8d46c40d.jpg","Farm fresh Anjeer sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":90,""stock"":50},{""weight"":""500g"",""price"":165,""stock"":60},{""weight"":""1 kg"",""price"":300,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":570,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1380,""stock"":25}]"
"Primium Fruits And Dry Fruits Bucket","Dairy & Staples",220,282,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/6e0a6ea2-ae75-47fb-8bc8-0fab6e4d427c.webp","including fruits, imported fruits and Dry fruits in a wonderful package.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":66,""stock"":50},{""weight"":""500g"",""price"":121,""stock"":60},{""weight"":""1 kg"",""price"":220,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":418,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1012,""stock"":25}]"
"Blueberry (ब्लूबेरी)","Fruits",235,301,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Blueberry.jpg?v=1646281692","100% farm-fresh Blueberry (ब्लूबेरी) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":71,""stock"":50},{""weight"":""500g"",""price"":129,""stock"":60},{""weight"":""1 kg"",""price"":235,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":447,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1081,""stock"":25}]"
"Dates packet 500gm","Fruits",250,320,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/07944c68-820c-41b8-87a2-8a46bdb28692.jpg","Farm fresh Dates packet 500gm sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":75,""stock"":50},{""weight"":""500g"",""price"":138,""stock"":60},{""weight"":""1 kg"",""price"":250,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":475,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1150,""stock"":25}]"
"Kaju","Dairy & Staples",280,358,"250g Pack",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/9a26821e-5dc2-4f30-ab3c-b7ab8b4cba81.jpg","Farm fresh Kaju sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":280,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":532,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":1036,""stock"":30}]"
"Badam","Dairy & Staples",260,333,"250g Pack",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/d32c4e54-ef0d-4297-87a4-12f52d92d826.jpg","Farm-fresh Badam. Harvested early morning from certified local contract farms, ozone-washed for 100% hygiene and pesticide residue removal, and delivered crisp and fresh within 45 minutes across Bhopal by MyGreenDelight.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":260,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":494,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":962,""stock"":30}]"
"Corriander / धनिया","Vegetables",25,32,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/fdc7350b-60c0-41e5-ab3e-571c0b822870.jpg","Farm fresh Corriander / धनिया sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":25,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":48,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":115,""stock"":25}]"
"Vegitable Mix Juice","Vegetables",80,102,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/media/394ea987-b883-4f63-a8ae-d0a7dcc1f92d.png","Introducing our delightful Vegetable Mix Juice – a vibrant blend of the freshest vegetables, expertly crafted to provide a nutritious and refreshing experience in every sip! Packed with a burst of flavors, this juice harnesses the power of nature’s bounty to fuel your body while tantalizing your taste buds. Whether you’re looking to enhance your daily vegetable intake or searching for a refreshing beverage option, our Vegetable Mix Juice is the perfect addition to your health-conscious lifestyle.- 🌽 Made with a unique blend of farm-fresh vegetables for maximum taste and nutrition - 🥕 Rich in vitamins and minerals, supporting your immune system and overall well-being - 🍅 No added sugars or preservatives, ensuring a pure and wholesome experience - 🥬 Conveniently packaged for on-the-go enjoyment, perfect for busy lifestyles - 🥒 A refreshing drink that makes it easy to incorporate more vegetables into your diet! Enjoy the goodness of nature in every bottle with our Vegetable Mix Juice – your health and taste buds will thank you!","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Tulsi- plant","Vegetables",121,155,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/8dda4321-436a-467e-80e7-cf8a8da8f41b.webp","Organic plants Direct from Nursery","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":67,""stock"":60},{""weight"":""1 kg"",""price"":121,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":230,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":557,""stock"":25}]"
"Fruits Basket / फलों की टोकरी उपहार falo ki tokri","Fruits",399,511,"small",100,"https://dukaan.b-cdn.net/700x700/webp/media/d3de7381-f15d-4f62-b60e-948acbeb542e.webp","fruit basket with gift package for festivals, engagement, marriage, Shagun","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":120,""stock"":50},{""weight"":""500g"",""price"":219,""stock"":60},{""weight"":""1 kg"",""price"":399,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":758,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1835,""stock"":25}]"
"Imported Fruit With Avocado Salad","Exotics",250,320,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/c045f7aa-ef0c-4d8d-afdb-f62dda8d3527/1667363571802-jpeg","All Imported fruits including Avocado","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":75,""stock"":40},{""weight"":""500g Pack"",""price"":138,""stock"":50},{""weight"":""1 kg Pack"",""price"":250,""stock"":60}]"
"Imported Fruits Salad","Fruits",160,205,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/1349404d-d83b-4b3d-a09f-5ccb8ef4fbb4/1667446710307-jpeg","All important Fruits without Avocado","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":48,""stock"":40},{""weight"":""500g Pack"",""price"":88,""stock"":50},{""weight"":""1 kg Pack"",""price"":160,""stock"":60}]"
"Mix Fruit Salad","Fruits",120,154,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/2850f5b5-4f70-4b18-8b3f-eeccf17692ea/1667363455362-jpeg","Fresh fruits fruits salad pripared after order, so it fresh and contains all vitamin of fruits","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Sprouts","Vegetables",50,64,"small",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/507fefab-162c-4582-9be3-bb37e8a4f1d3/1667362762902-jpeg","Farm-fresh Sprouts. Harvested early morning from certified local contract farms, ozone-washed for 100% hygiene and pesticide residue removal, and delivered crisp and fresh within 45 minutes across Bhopal by MyGreenDelight.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Havan Samagri/हवन सामग्री","Vegetables",121,155,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/b451a19f-29a9-427e-9669-8c3d6e2ee849/1665590787994.jpeg","Farm fresh Havan Samagri/हवन सामग्री sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":67,""stock"":60},{""weight"":""1 kg"",""price"":121,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":230,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":557,""stock"":25}]"
"Mala Artificial","Vegetables",80,102,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/3f227f05-c58b-4566-9174-288e3850efcf/1665590075464.jpeg","Farm fresh Mala Artificial sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"गेंदा फूल माला प्राकृतिक /genda Flower Mala natural","Vegetables",50,64,"2 feet",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/6a6eaef3-0e68-4743-a9d0-816c2a1398d4/1665552814185.jpeg","Farm-fresh गेंदा फूल माला प्राकृतिक /genda Flower Mala natural. Harvested early morning from certified local contract farms, ozone-washed for 100% hygiene and pesticide residue removal, and delivered crisp and fresh within 45 minutes across Bhopal by MyGreenDelight.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Mango Leaves Toran/आम के पत्ते से बने तोरण","Fruits",50,64,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/8d603339-f5f8-4f08-a91b-bc7ceb8df320/1665552230201.jpeg","Farm-fresh Mango Leaves Toran/आम के पत्ते से बने तोरण. Harvested early morning from certified local contract farms, ozone-washed for 100% hygiene and pesticide residue removal, and delivered crisp and fresh within 45 minutes across Bhopal by MyGreenDelight.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Cow Dug Dry /गाय के गोबर के उपले","Vegetables",330,422,"11",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/c0d5551f-def6-42b2-b93c-2039bcb67ea6/1665551797380.jpeg","Farm fresh Cow Dug Dry /गाय के गोबर के उपले sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":99,""stock"":50},{""weight"":""500g"",""price"":182,""stock"":60},{""weight"":""1 kg"",""price"":330,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":627,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1518,""stock"":25}]"
"Vegetables mix juice","Vegetables",80,102,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/images/e6fe9e48-5694-407a-8ca1-a12d90fda55a.jpg","Contact us for details","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Dates khajoor","Fruits",250,320,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/7282d97b-5687-46e9-8e32-4a750867a9ce.jpg","Farm fresh Dates khajoor sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":75,""stock"":50},{""weight"":""500g"",""price"":138,""stock"":60},{""weight"":""1 kg"",""price"":250,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":475,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1150,""stock"":25}]"
"Temarind इमली","Vegetables",160,205,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/a3f73256-90f9-409a-85c8-0bb8413c7042.jpg","Farm fresh Temarind इमली sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":48,""stock"":50},{""weight"":""500g"",""price"":88,""stock"":60},{""weight"":""1 kg"",""price"":160,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":304,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":736,""stock"":25}]"
"Ginger /Adrak अदरक","Vegetables",80,102,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__d520075d-10e8-4067-b01f-442727850d27.jpg","Farm fresh Ginger /Adrak अदरक sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Bottle Gourd /Lokee -लौकी","Vegetables",35,45,"1 pice",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__2c98f4b1-6663-4bc5-9168-e8c16f19b04c.jpg","Weight around 400 gm to 600gm","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":11,""stock"":50},{""weight"":""500g"",""price"":19,""stock"":60},{""weight"":""1 kg"",""price"":35,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":67,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":161,""stock"":25}]"
"Sponge Gourd /Gilki - गिल्की","Vegetables",30,38,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/sponge-gourd.png","Farm fresh Sponge Gourd /Gilki - गिल्की sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":17,""stock"":60},{""weight"":""1 kg"",""price"":30,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":57,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":138,""stock"":25}]"
"Potato/Aaloo -आल���","Vegetables",20,26,"1kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/potato.png","Farm fresh Potato/Aaloo -आल��� sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
