name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Buffalo Milk (भैंस का दूध)","Dairy & Staples",70,91,"500ml",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Rich, thick, and high-fat buffalo milk. Ideal for making thick curd, aromatic ghee, and traditional Indian sweets at home.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temp","[{""weight"":""250g"",""price"":21,""stock"":50},{""weight"":""500g"",""price"":39,""stock"":60},{""weight"":""1 kg"",""price"":70,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":133,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":322,""stock"":25}]"
"Pure Cow Ghee (शुद्ध गाय का घी)","Dairy & Staples",1100,1430,"250g",100,"https://vegswift.in/assets/Ghee-DOVyGJyH.webp","Aromatic golden Danedaar ghee made using traditional Bilona method. Rich in vitamins and health-boosting healthy fats.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temp","[{""weight"":""250g"",""price"":330,""stock"":40},{""weight"":""500g"",""price"":605,""stock"":50},{""weight"":""1 kg"",""price"":1100,""stock"":60}]"
"Buffalo Ghee (शुद्ध भैंस का घी)","Dairy & Staples",802,1027,"500g",100,"https://vegswift.in/assets/Ghee-DOVyGJyH.webp","100% farm-fresh Buffalo Desi Ghee (देसी घी (भैंस)) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temp","[{""weight"":""250g"",""price"":241,""stock"":40},{""weight"":""500g"",""price"":441,""stock"":50},{""weight"":""1 kg"",""price"":802,""stock"":60}]"
"Normal Ghee (साधारण घी)","Dairy & Staples",600,780,"500g",100,"https://vegswift.in/assets/Ghee-DOVyGJyH.webp","Quality everyday cooking ghee. Pure and aromatic, suitable for all your kitchen needs at an affordable price.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temp","[{""weight"":""250g"",""price"":180,""stock"":40},{""weight"":""500g"",""price"":330,""stock"":50},{""weight"":""1 kg"",""price"":600,""stock"":60}]"
"Organic Green Chilli (जैविक हरी मिर्च)","Dairy & Staples",95,122,"250g",100,"https://vegswift.in/assets/green_chilli-DA4l22T6.webp","Green Chilli (Dark) - Add a Fiery Kick to Your Dishes!E VEGETABLE BAZAAR proudly presents Green Chilli (Dark), the ultimate choice for spice enthusiasts who crave bold flavors. This vibrant variety of green chili is known for its deep, dark hue and intense heat, making it a must-have ingredient for","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":29,""stock"":50},{""weight"":""500g"",""price"":52,""stock"":60},{""weight"":""1 kg"",""price"":95,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":181,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":437,""stock"":25}]"
"Fresh Fruit Salad (Glass) (ताज़ा फ्रूट सलाद)","Fruits",60,78,"1 Glass",100,"https://vegswift.in/assets/fruit_salad_glass-DeTrEjph.webp","Premium fruit salad served in a chilled glass.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Healthy Vegetable Salad (हेल्दी वेजिटेबल सलाद)","Ready-to-Cook & Cut Produce",60,78,"1 Bowl",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Crispy and fresh cut vegetable mix.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Tray"",""price"":60,""stock"":40},{""weight"":""500g Family Pack"",""price"":111,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":210,""stock"":20}]"
"Dragon Fruit Premium Juice (ड्रैगन फ्रूट प्रीमियम जूस)","Exotics",179,233,"1 Glass",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Exotic dragon fruit juice. Visual delight & healthy.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":54,""stock"":40},{""weight"":""500g"",""price"":98,""stock"":50},{""weight"":""1 kg"",""price"":179,""stock"":60}]"
"Mutton Handi (Ahuna Mutton) (मटन हांडी (अहुना मटन))","Dairy & Staples",1475,1918,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Authentic Bihar Champaran Handi mutton. Slow-cooked for 4 hours in a sealed clay pot with whole spices and raw mustard oil for that legendary smoky flavor.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":443,""stock"":40},{""weight"":""500g"",""price"":811,""stock"":50},{""weight"":""1 kg"",""price"":1475,""stock"":60}]"
"Chicken Handi (चिकन हांडी)","Vegetables",800,1040,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Traditional Champaran style Chicken Handi. Juicy chicken slow-cooked in a clay pot with our secret spice blend and slow-fire coal heating.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":240,""stock"":40},{""weight"":""500g"",""price"":440,""stock"":50},{""weight"":""1 kg"",""price"":800,""stock"":60}]"
"Fish Curry (फिश करी)","Vegetables",800,1040,"1kg",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Freshwater fish cooked in authentic Bihari style mustard and garlic gravy. Perfectly balanced spices for a nostalgic home-cooked taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":240,""stock"":40},{""weight"":""500g"",""price"":440,""stock"":50},{""weight"":""1 kg"",""price"":800,""stock"":60}]"
"Tawa Roti (तवा रोटी)","Vegetables",8,10,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Soft handmade wheat roti.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Pc"",""price"":15,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":29,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":56,""stock"":30}]"
"Rumali Roti (रूमाली रोटी)","Vegetables",10,13,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Thin and soft rumali roti.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Pc"",""price"":15,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":29,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":56,""stock"":30}]"
"Bati / Litti (लिट्टी / बाटी)","Vegetables",15,20,"1 piece",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Handmade wheat bati / sattu stuffed litti.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Pc"",""price"":15,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":29,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":56,""stock"":30}]"
"Plain Rice (प्लेन राइस)","Dairy & Staples",80,104,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Steamed basmati rice.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Jeera Rice (जीरा राइस)","Dairy & Staples",100,130,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Cumin tempered basmati rice.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Masala Rice (मसाला राइस)","Dairy & Staples",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy and aromatic masala rice.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Chicken Biryani (चिकन बिरयानी)","Vegetables",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Authentic dum biryani with succulent chicken.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Egg Biryani (अण्डा बिरयानी)","Vegetables",100,130,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Delicious egg biryani.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Chicken Fry (4 pcs) (चिकन फ्राय)","Vegetables",100,130,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Crispy fried chicken pieces.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Masala Chicken Fry (4 pcs) (मसाला चिकन फ्राय)","Dairy & Staples",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala fried chicken.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Fish Fry (4 pcs) (फिश फ्राय)","Vegetables",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Golden fried fish fillets.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Masala Fish Fry (4 pcs) (मसाला फिश फ्राय)","Dairy & Staples",150,195,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala fried fish.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":45,""stock"":50},{""weight"":""500g"",""price"":83,""stock"":60},{""weight"":""1 kg"",""price"":150,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":285,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":690,""stock"":25}]"
"Litti Chicken (लिट्टी चिकन)","Vegetables",120,156,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Bihar style litti served with spicy chicken curry.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Litti Mutton (लिट्टी मटन)","Vegetables",150,195,"250g",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Bihar style litti served with spicy mutton gravy.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":45,""stock"":50},{""weight"":""500g"",""price"":83,""stock"":60},{""weight"":""1 kg"",""price"":150,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":285,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":690,""stock"":25}]"
"Egg Curry (अण्डा करी)","Vegetables",100,130,"4 pieces",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Traditional egg curry.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Pc"",""price"":100,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":190,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":370,""stock"":30}]"
"Masala Egg Curry (मसाला अण्डा करी)","Dairy & Staples",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala egg curry.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Exotic Fruit Salad (एग्जोटिक फ्रूट सलाद)","Exotics",249,324,"250g",100,"https://vegswift.in/assets/exotic_fruit_salad-CDwzoBiN.png","Grape fruit, kiwi, Mango & Berries","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":75,""stock"":40},{""weight"":""500g"",""price"":137,""stock"":50},{""weight"":""1 kg"",""price"":249,""stock"":60}]"
"Lean Protein Bowl (लीन प्रोटीन बाउल)","Exotics",329,428,"250g",100,"https://vegswift.in/assets/lean_protein_bowl-Da-K5Oba.png","Grilled Chicken, Broccoli & Quinoa","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":99,""stock"":40},{""weight"":""500g"",""price"":181,""stock"":50},{""weight"":""1 kg"",""price"":329,""stock"":60}]"
"Detox Juice Pack (डिटॉक्स जूस पैक)","Vegetables",199,259,"250g",100,"https://vegswift.in/assets/detox_juice_pack-BZIe_h_a.png","Set of 3 Cold-pressed juices","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":60,""stock"":40},{""weight"":""500g"",""price"":109,""stock"":50},{""weight"":""1 kg"",""price"":199,""stock"":60}]"
"Avocado Morning (एवोकैडो मॉर्निंग)","Exotics",289,376,"250g",100,"https://vegswift.in/assets/avocado_morning-CasiZ50J.png","Sour Dough, Salmon & Poached Egg","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":87,""stock"":40},{""weight"":""500g"",""price"":159,""stock"":50},{""weight"":""1 kg"",""price"":289,""stock"":60}]"
"Budget Potato (Aalu) (बजट आलू)","Vegetables",16,23,"250g",100,"https://vegswift.in/assets/potato-DfwNLs65.webp","Daily use potatoes with slight size variation. Still great for curries, fries, and daily dishes.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":16,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":30,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":74,""stock"":25}]"
"Budget Onion (Pyaz) (बजट प्याज़)","Vegetables",20,27,"250g",100,"https://vegswift.in/assets/onion-B0HHN2uv.webp","Standard Nashik onions. Slight size variance but perfect for daily cooking, gravy, and salads.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Budget Tomato (बजट टमाटर)","Vegetables",19,27,"250g",100,"https://vegswift.in/assets/tomato-Dbk6DB12.webp","Fresh local tomatoes. May contain slight shape differences but juicy and perfectly suitable for daily curries.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":19,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":36,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":87,""stock"":25}]"
"Budget Banana (बजट केला)","Dairy & Staples",28,40,"12 pcs",100,"https://vegswift.in/assets/banana-DVDXiriU.webp","Standard sweet bananas. Rich in potassium, ideal for milkshakes and daily consumption.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Pc"",""price"":28,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":53,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":104,""stock"":30}]"
"Budget Red Apple (बजट सेब)","Fruits",99,150,"250g",100,"https://vegswift.in/assets/RedApple_Poster-Ojv_2RV7.webp","Crunchy daily-health apples. Healthy and rich in fiber, with minor skin spots.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":54,""stock"":60},{""weight"":""1 kg"",""price"":99,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":188,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":455,""stock"":25}]"
"Budget Papaya (बजट पपीता)","Fruits",45,60,"250g",100,"https://vegswift.in/assets/papaya-DJSe0-Wf.webp","Daily fresh standard papayas, sweet and healthy for digestion.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":14,""stock"":50},{""weight"":""500g"",""price"":25,""stock"":60},{""weight"":""1 kg"",""price"":45,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":86,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":207,""stock"":25}]"
"Peeled & Cut Bottle Gourd (Lauki) 250gm","Ready-to-Cook & Cut Produce",99,124,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/4d5a26e9-6698-4af0-b69b-e61941b1ca56.jpg","Introducing our Peeled & Cut Bottle Gourd (Lauki) – the perfect time-saver for health enthusiasts and culinary adventurers alike! This versatile vegetable, known for its mild flavor and impressive health benefits, comes prepared and ready to cook. Whether you're whipping up a nutritious curry, a refreshing salad, or a comforting soup, our prepped Lauki allows you to focus on what you love most – creating delicious meals without the hassle of peeling and cutting. Enjoy the convenience of fresh, high-quality bottle gourd that’s rich in vitamins and minerals, making it a fantastic addition to your diet. - 🌱 Freshly peeled and cut for ultimate convenience - 🥗 Low-calorie veggie perfect for weight management - 💧 Hydrating and packed with essential nutrients - 🥘 Ideal for a variety of dishes from soups to stir-fries Transform your cooking experience with our Peeled & Cut Bottle Gourd today!","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool dry place","[{""weight"":""250g Tray"",""price"":99,""stock"":40},{""weight"":""500g Family Pack"",""price"":183,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":347,""stock"":20}]"
"Cleaned Cauliflower Florets / Phool Gobhi (250g)","Ready-to-Cook & Cut Produce",99,124,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/56f00bb6-c93d-488e-a4cc-457d8dc5410a.jpg","Experience the freshness and convenience of our Cleaned Cauliflower Florets, also known as Phool Gobhi, packaged in a generous 250g. Perfectly washed and cut to save you time in the kitchen, these vibrant florets are not only a nutritious powerhouse but also incredibly versatile. Whether you're roasting them for a hearty side dish, adding them to soups, or creating a wholesome stir-fry, our cleaned cauliflower florets ensure you can whip up delicious meals in no time. Embrace healthy eating with this delightful vegetable option that's as good for your taste buds as it is for your wellbeing!🌿 Freshly cleaned and ready to cook 🥦 Nutritious and low-calorie, high in vitamins ✨ Versatile for various dishes, perfect for any cuisine 🍽️ Ideal for healthy kick-starts to your meals 💚 Convenient packaging for easy storage and use","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool dry place","[{""weight"":""250g Tray"",""price"":99,""stock"":40},{""weight"":""500g Family Pack"",""price"":183,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":347,""stock"":20}]"
"Cut Carrot & French Beans Mix (200g)","Ready-to-Cook & Cut Produce",60,75,"200gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/c76b1538-9d86-4e14-b7c6-00a818c657ce.jpg","Elevate your meals with our Cut Carrot & French Beans Mix, a vibrant and nutritious blend designed to bring flavor and freshness to your dishes. This convenient 200g package features perfectly cut carrots and crisp French beans, ensuring that you spend less time preparing and more time enjoying your culinary creations. Packed with essential vitamins and minerals, this mix is perfect for stir-fries, salads, and as a colorful side to your favorite entrees. Make every meal a celebration of taste and health with this delightful vegetable mix!- 🥕 **Nutritious Blend:** Get a boost of vitamins A and C from fresh carrots and iron from French beans. - 🌱 **Convenient Preparation:** Pre-cut for ease, making meal prep quick and hassle-free. - 🍽️ **Versatile Usage:** Ideal for stir-fries, salads, and steaming—perfect for any cuisine type. - 🍃 **Freshness Guaranteed:** Packed with care to ensure you receive the crunch and flavor of farm-fresh vegetables. - 🥗 **Healthy Eating Made Easy:** Add a pop of color and nutrition to your daily meals effortlessly!","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool dry place","[{""weight"":""250g Tray"",""price"":60,""stock"":40},{""weight"":""500g Family Pack"",""price"":111,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":210,""stock"":20}]"
"Chopped Fresh Lady Finger / Bhindi (250g)/500g","Ready-to-Cook & Cut Produce",60,75,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/d8ba0103-f01c-4c56-aa05-0945d1393b89.jpg","Introducing our Chopped Fresh Lady Finger (Bhindi) - a vibrant and versatile vegetable that brings both flavor and nutrition to your kitchen. Handpicked and skillfully chopped, our lady fingers retain their natural crunch and delightful taste, making them the perfect addition to your meals. Packed with essential vitamins and minerals, they are an easy and convenient way to elevate your dishes, whether you're whipping up a traditional curry or tossing them into a stir-fry. Enjoy the freshness and quality of our Bhindi, available in both 250g and 500g packs.- 🌿 Freshly chopped for your convenience - 🥗 Rich in vitamins A, C, and K - 🍽️ Perfect for curries, stir-fries, and salads - 🌱 Low in calories and high in fiber - 🛒 Available in 250g and 500g packs","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool dry place","[{""weight"":""250g Tray"",""price"":60,""stock"":40},{""weight"":""500g Family Pack"",""price"":111,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":210,""stock"":20}]"
"Ready-to-Cook Mixed Veg","Ready-to-Cook & Cut Produce",60,75,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/bd425bfc-a9b0-43c9-a32b-48850d557cfb.jpg","Transform your mealtime experience with our Ready-to-Cook Mixed Veg, a delightful medley of fresh, pre-prepared vegetables that are perfect for busy individuals and families alike! Each pack is filled with a vibrant assortment of farm-fresh produce, hand-selected to ensure the highest quality and flavor. Whether you're whipping up a hearty stir-fry, a zesty salad, or a comforting soup, our mixed veg takes the hassle out of preparation while delivering essential nutrients to your table. Just heat, add your favorite seasonings, and savor the delicious taste of wholesome goodness!- 🌽 Freshly sourced vegetables for superior taste and quality- 🥦 Perfectly cut and ready to cook, saving you valuable prep time- 🌶️ Versatile addition to any meal, from stir-fries to stews- 🥕 Packed with vitamins and nutrients to fuel your day- 🥬 Convenient packaging for easy storage and quick accessBring the joy of home cooking back into your routine with our Ready-to-Cook Mixed Veg!","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in mesh bag","[{""weight"":""250g Tray"",""price"":60,""stock"":40},{""weight"":""500g Family Pack"",""price"":111,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":210,""stock"":20}]"
"Brinjal- big Purple/baigan -बैगन","Vegetables",66,83,"1kh",100,"https://dukaan.b-cdn.net/700x700/webp/media/ce549946-7ec1-4020-ad6e-8ace837c2734.png","bharta Brinjal- big Purple/baigan -बैगन","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in mesh bag","[{""weight"":""250g"",""price"":20,""stock"":50},{""weight"":""500g"",""price"":36,""stock"":60},{""weight"":""1 kg"",""price"":66,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":125,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":304,""stock"":25}]"
